Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
범죄상 테스트,Informational,9900,"0.00,0.00,0.00,0.82,1.00,0.45,0.30,0.16,0.11,0.07,0.04,0.07",25,0.00,0.00,"Video, Related searches"
성향 테스트,Informational,9900,"1.00,1.00,1.00,0.82,0.67,0.82,0.82,0.82,0.67,0.67,0.82,0.82",26,0.07,0.04,"AI Overview, Video, Related searches"
마이크 테스트,Informational,8100,"0.82,0.82,0.82,0.82,0.82,0.82,1.00,0.82,1.00,0.82,0.82,0.82",11,0.00,0.33,"AI Overview, Reviews, Video, Short videos, Related searches"
애착 유형 테스트,Informational,8100,"0.67,1.00,0.82,0.55,0.44,0.67,0.67,0.82,0.67,1.00,1.00,0.82",19,0.02,0.23,"Video, Related searches"
매경 테스트,Navigational,6600,"0.82,0.55,0.55,0.44,0.55,0.67,0.67,0.55,0.82,1.00,0.67,0.82",34,0.77,0.03,"Sitelinks, Reviews, Video, Video carousel, Related searches"
모니터 테스트,Navigational,6600,"0.81,1.00,0.81,0.67,0.81,0.67,0.81,0.81,0.81,0.81,0.67,0.67",14,0.00,0.33,"Sitelinks, Video, Video carousel, Related searches"
사이코 패스 테스트,Informational,6600,"0.55,0.55,0.55,0.67,0.67,0.82,0.67,0.67,0.82,0.82,1.00,0.82",19,0.04,0.02,"Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
우울증 테스트,Informational,6600,"0.67,0.81,0.81,0.81,0.67,0.67,1.00,1.00,0.81,0.81,0.81,1.00",23,0.45,0.15,"AI Overview, Video, Video carousel, People also ask, Related searches"
이상형 테스트,"Informational, Commercial",6600,"1.00,0.81,0.81,1.00,0.67,0.67,0.67,0.67,0.67,0.67,0.81,0.81",12,0.47,0.07,"Reviews, Image pack, Video, Related searches"
경계선 지능 장애 테스트,Informational,5400,"0.36,1.00,0.67,0.45,0.45,0.45,0.30,0.45,0.36,0.30,0.36,0.36",23,0.22,0.28,"AI Overview, Image pack, Video, People also ask, Related searches"
스마일 연애 테스트,Informational,5400,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",20,0.49,0.00,AI Overview
싸이코 패스 테스트,Informational,5400,"0.67,0.54,0.54,0.81,0.67,0.67,0.67,0.67,0.54,0.81,1.00,0.81",18,0.05,0.02,"Reviews, Image pack, Video, Video carousel, Short videos, Related searches"
절대 음감 테스트,Informational,5400,"1.00,0.82,0.67,0.44,0.55,0.44,0.44,0.29,0.36,0.82,0.55,0.55",12,0.00,0.33,"Reviews, Video, Video carousel, Related searches"
정치 성향 테스트,Informational,5400,"0.13,0.13,0.13,0.16,0.13,0.13,0.13,0.13,0.11,0.11,0.67,1.00",25,1.22,0.33,"AI Overview, Video, Related searches"
cps 테스트,Informational,4400,"1.00,0.81,0.67,0.44,0.36,0.36,0.30,0.36,0.36,0.30,0.30,0.36",16,0.00,0.33,"Reviews, Related searches"
ㅂㅁ,"Informational, Transactional",4400,"1.00,1.00,1.00,1.00,0.82,0.82,0.82,0.66,0.82,1.00,1.00,1.00",31,0.00,0.33,"Image pack, Video, People also ask"
마우스 테스트,Informational,4400,"0.81,0.81,0.67,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81,1.00",16,0.00,0.33,"Reviews, Video, Related searches"
만남 어때,Navigational,4400,"1.00,1.00,1.00,1.00,0.82,1.00,1.00,0.82,0.82,1.00,1.00,1.00",23,1.06,0.21,"Sitelinks, Related searches"
에니어 그램 테스트,Commercial,4400,"0.67,0.67,0.67,0.81,1.00,0.81,0.81,0.67,1.00,1.00,0.81,0.67",25,0.22,0.41,"Sitelinks, Reviews, Image pack, Video, Video carousel, Related searches, Ads top, Ads middle"
외모 테스트,Informational,4400,"1.00,0.81,0.67,0.54,0.54,0.67,0.67,0.67,0.67,0.67,0.67,0.44",12,0.00,0.33,"Image pack, Video, Related searches"
이름 궁합 테스트,Commercial,4400,"1.00,0.67,1.00,1.00,1.00,0.67,0.35,0.30,0.35,0.44,0.67,0.54",20,0.25,0.01,"Reviews, Image pack, Video, Related searches"
정신 연령 테스트,Informational,4400,"0.24,0.36,0.24,0.24,0.24,0.24,0.30,0.24,1.00,0.36,0.30,0.30",13,0.41,0.01,"Reviews, Video, People also ask, Related searches"
해리포터 기숙사 테스트,Informational,4400,"1.00,1.00,1.00,0.67,0.82,1.00,0.67,0.55,0.36,0.36,0.44,0.36",14,0.00,0.33,"Image pack, Video, Related searches"
adhd 테스트,Informational,3600,"1.00,0.81,0.81,0.67,0.54,0.67,0.54,0.54,0.54,0.67,0.54,0.54",32,0.21,0.35,"Image, Image pack, Video, Video carousel, Related searches, Ads top, Ads bottom"
구몬 수학 인정 테스트,Informational,3600,"0.00,0.00,0.24,1.00,0.24,0.02,0.01,0.01,0.00,0.00,0.00,0.00",15,0.00,0.03,"Sitelinks, Video, Related searches"
메이플 테스트 서버,"Navigational, Transactional",3600,"0.55,0.82,0.55,0.36,0.29,0.44,0.44,0.15,0.36,0.24,0.13,1.00",25,0.00,0.33,"Sitelinks, Video, Related searches"
색약 테스트,Informational,3600,"0.67,0.54,0.54,0.54,0.54,1.00,0.67,0.67,0.67,0.54,0.67,0.67",21,0.23,0.33,"Image, Image pack, Video, Related searches"
스트레스 테스트,Informational,3600,"0.82,0.82,1.00,0.82,0.82,0.66,0.55,0.55,0.55,0.55,0.55,0.66",20,0.03,0.20,"Image, Image pack, Video, Video carousel, Related searches"
오타쿠 테스트,Navigational,3600,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.81,0.67,0.67,0.81,0.67",19,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, Related searches"
키보드 입력 테스트,Informational,3600,"1.00,0.81,0.54,0.35,0.35,0.35,0.35,0.35,0.35,0.30,0.35,0.35",12,0.00,0.33,"Video, Related searches"
듀오 링고 테스트,Informational,2900,"0.67,0.67,0.67,0.81,0.81,1.00,1.00,0.81,0.81,0.67,0.67,0.67",26,0.21,0.28,"Reviews, Video, Knowledge panel, Related searches, Ads top, Ads middle"
버피 테스트,"Informational, Transactional",2900,"0.81,0.81,0.67,0.67,0.81,0.67,0.81,0.67,1.00,1.00,0.81,0.81",27,0.00,0.33,"Image pack, Video, Video carousel, People also ask, Related searches"
불안 장애 테스트,Informational,2900,"1.00,0.81,0.81,1.00,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.81",15,0.73,0.19,"AI Overview, Reviews, Video, People also ask, Related searches"
색맹 테스트,"Informational, Transactional",2900,"0.44,0.44,1.00,0.54,0.54,0.54,0.54,0.54,0.54,0.44,0.54,0.44",17,0.26,0.01,"Image, Image pack, Video, Related searches, See results about"
소시 오 패스 테스트,"Informational, Transactional",2900,"1.00,0.81,0.81,1.00,1.00,1.00,0.67,0.67,0.81,0.81,0.81,0.67",13,0.57,0.33,"Video, Video carousel, Related searches"
연애 테스트,Informational,2900,"1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.67,0.67,0.81,0.81,0.81",16,0.64,0.10,"Image pack, Video, Related searches, Ads bottom"
영어 발음 테스트,Informational,2900,"0.66,0.66,0.55,0.66,0.66,0.66,1.00,0.66,0.66,0.55,0.55,0.55",15,0.87,0.15,"Reviews, Video, Video carousel, Related searches, Ads bottom"
우정 테스트,Informational,2900,"1.00,0.66,0.55,0.55,0.55,0.55,0.55,0.55,0.43,0.66,0.66,0.66",13,0.06,0.02,"Reviews, Image pack, Video, Related searches"
코딩 테스트,Informational,2900,"1.00,0.81,1.00,0.81,0.81,0.81,0.81,0.67,0.81,0.81,0.67,0.53",15,0.35,0.36,"AI Overview, Video, Related searches, Ads bottom"
한지 현상 테스트,Informational,2900,"0.00,0.00,0.00,0.00,0.01,0.13,0.30,0.45,0.55,0.82,1.00,1.00",21,0.00,0.33,"Image pack, Video, Related searches"
해피 소,Informational,2900,"0.81,1.00,0.81,0.81,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67",21,0.00,0.33,"Video, Related searches"
궁합 테스트,Informational,2400,"1.00,0.67,0.81,0.67,0.81,0.44,0.36,0.36,0.36,0.36,0.53,0.44",15,0.38,0.06,"Reviews, Image pack, Video, Related searches"
방구석 연구소,Navigational,2400,"0.00,0.00,0.00,0.82,0.36,1.00,0.15,0.55,0.55,0.29,0.29,0.55",32,0.00,0.00,"Sitelinks, Image pack, Related searches"
불량 화소 테스트,"Informational, Transactional",2400,"0.83,0.83,1.00,1.00,1.00,0.83,0.83,0.66,0.66,0.66,0.66,0.66",10,0.00,0.33,"Image pack, Video, Video carousel, Short videos, Related searches"
타자 속도 테스트,Informational,2400,"0.81,0.67,1.00,0.54,0.44,0.54,0.24,0.19,0.24,0.30,0.35,0.30",14,0.00,0.33,"AI Overview, Reviews, Video, Related searches"
튜링 테스트,Informational,2400,"0.53,0.67,0.81,0.81,0.67,0.53,0.44,0.36,1.00,0.81,0.67,0.53",19,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Knowledge panel, Related searches"
게이 테스트,Informational,1900,"0.53,0.44,0.53,0.44,0.44,0.44,0.44,0.44,1.00,0.53,0.44,0.44",18,0.00,0.33,"Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
공수 테스트,Informational,1900,"0.13,1.00,0.24,0.35,0.44,0.30,0.35,0.35,0.54,0.24,0.54,0.54",19,0.00,0.33,"Image pack, Video, Related searches"
메이플 스토리 테스트 서버,Navigational,1900,"1.00,0.67,0.53,0.44,0.28,0.44,0.36,0.16,0.28,0.20,0.13,0.81",24,0.00,0.33,"Sitelinks, Video, Related searches"
문해력 테스트,Informational,1900,"1.00,1.00,0.67,1.00,1.00,0.67,0.79,0.67,0.79,0.67,0.67,0.54",24,0.40,0.01,"AI Overview, Video, Related searches"
방어기 제 테스트,Informational,1900,"1.00,0.44,0.24,0.24,0.15,0.15,0.13,0.11,0.15,0.15,0.20,0.11",11,0.30,0.06,"Reviews, Image pack, Video, Related searches"
사랑 의 언어 테스트,Informational,1900,"0.83,0.66,0.55,0.55,0.55,1.00,0.83,0.83,0.66,0.66,0.66,0.55",10,0.29,0.04,"Reviews, Video carousel, Related searches"
성적 취향 테스트,Informational,1900,"0.79,1.00,0.67,0.79,0.79,0.79,1.00,1.00,1.00,0.79,0.79,0.79",10,0.01,0.08,"Image pack, Video, Related searches"
얼굴 형 테스트,Commercial,1900,"0.81,1.00,0.81,0.36,0.24,0.28,0.44,0.44,0.28,0.28,0.24,0.24",14,0.88,0.05,"Reviews, Video, Video carousel, Related searches"
엠비 티아이 테스트,Informational,1900,"0.83,1.00,1.00,0.66,0.55,0.83,0.66,0.66,0.45,0.66,0.55,0.83",30,0.07,0.25,"Reviews, Image pack, Video, Video carousel, Related searches"
재밌는 테스트,Informational,1900,"1.00,1.00,0.79,0.79,0.79,0.79,0.67,0.67,0.67,0.79,0.79,1.00",29,0.26,0.05,"Video, People also ask, Related searches"
찐따 테스트,Informational,1900,"0.36,1.00,0.66,0.43,0.30,0.30,0.30,0.30,0.36,0.36,0.30,0.23",19,0.00,0.33,
테스트 베드,Informational,1900,"0.79,0.67,0.79,0.67,1.00,0.79,0.79,0.79,1.00,1.00,0.79,0.79",14,0.00,0.33,"AI Overview, Video, People also ask"
퍼스널 컬러 테스트,Informational,1900,"0.67,1.00,0.53,0.36,0.28,0.28,0.24,0.24,0.24,0.24,0.24,0.28",14,0.29,0.02,"Image pack, Video, Video carousel, Related searches"
회피형 테스트,Commercial,1900,"1.00,1.00,1.00,0.66,0.83,0.83,0.55,0.83,0.55,0.45,0.55,0.45",18,0.03,0.25,"Image pack, Video, Video carousel, Related searches, Ads middle"
iq 테스트 무료,Commercial,1600,"1.00,0.81,0.53,0.36,0.24,0.28,0.24,0.24,0.36,0.28,0.24,0.13",34,0.12,0.51,"Sitelinks, AI Overview, Reviews, Video, Related searches, Ads top, Ads bottom"
nbti,Informational,1600,"0.84,0.84,0.84,0.84,0.84,1.00,1.00,0.84,1.00,1.00,1.00,0.84",10,0.03,0.15,"Video, Related searches"
게임 패드 테스트,Informational,1600,"0.81,0.81,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.81,1.00,1.00",23,0.00,0.33,"AI Overview, Reviews, Video, Related searches"
고음 주역 테스트,"Informational, Transactional",1600,"0.19,0.13,0.11,0.07,0.07,0.13,0.54,0.67,1.00,0.54,0.54,0.35",22,0.00,0.33,"Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
기억력 테스트,Informational,1600,"1.00,0.79,0.67,0.54,0.67,0.67,0.54,0.42,0.54,0.54,0.67,0.54",19,0.35,0.06,"Reviews, Image pack, Video, Video carousel, Short videos, Related searches"
난시 테스트,Informational,1600,"0.84,1.00,0.84,1.00,0.84,0.84,1.00,0.84,1.00,0.84,0.53,0.53",22,0.78,0.03,"Sitelinks, Image, Image pack, Video, People also ask, Related searches"
동체 시력 테스트,Informational,1600,"0.45,0.34,0.34,0.34,0.55,0.55,0.45,0.55,0.66,0.66,1.00,1.00",19,0.46,0.33,"Image pack, Video, Video carousel, Related searches"
맞춤법 테스트,Informational,1600,"1.00,0.84,0.84,1.00,1.00,0.84,0.53,0.68,0.84,1.00,0.84,0.68",22,0.02,0.01,"Reviews, Image pack, Video, Video carousel, Related searches"
사춘기 테스트,Informational,1600,"1.00,1.00,0.84,0.84,0.68,0.68,0.68,0.68,0.84,0.84,0.84,0.84",17,0.97,0.01,"Image pack, Video, Related searches"
색감 테스트,Informational,1600,"0.36,0.36,0.28,0.28,0.28,0.28,1.00,0.44,0.53,0.44,0.53,0.44",13,0.00,0.33,"Image pack, Video, Video carousel, Related searches"
손가락 스피드 테스트,Informational,1600,"1.00,1.00,0.67,0.54,0.54,0.54,0.54,0.67,0.42,0.54,0.42,0.54",18,0.00,0.33,"Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
아나운서 발음 테스트,Informational,1600,"1.00,0.84,0.84,0.84,0.84,1.00,0.84,0.84,1.00,1.00,0.84,1.00",26,0.58,0.03,"Image pack, Video, Related searches"
애정 결핍 테스트,Informational,1600,"0.84,1.00,0.84,0.84,0.68,0.68,0.68,0.68,0.68,0.53,0.53,0.46",9,0.06,0.03,"AI Overview, Image, Image pack, Video, Related searches"
얼굴상 테스트,Informational,1600,"1.00,1.00,0.54,0.37,0.37,0.54,0.67,0.54,0.42,0.42,0.67,0.54",13,0.00,0.33,"Reviews, Image pack, Video, Related searches"
외멍내멍 테스트,"Informational, Transactional",1600,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",19,0.28,0.00,"AI Overview, Video"
전생 테스트,Informational,1600,"1.00,0.84,0.68,0.84,0.68,0.68,0.68,0.84,0.68,0.84,0.84,0.68",15,0.62,0.01,"Video, Related searches"
프로그래머 스 코딩 테스트,Navigational,1600,"1.00,0.84,1.00,0.84,0.68,0.53,0.68,0.53,0.84,0.84,0.68,0.68",20,0.28,0.32,"Sitelinks, Video, Related searches, Ads top, Ads middle"
호그와트 기숙사 테스트,Informational,1600,"0.84,1.00,1.00,0.68,0.53,1.00,0.68,0.53,0.38,0.38,0.53,0.53",14,0.00,0.33,"Image pack, Video, Related searches"
big 5,Informational,1300,"0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.62,1.00,1.00,0.81,0.81",18,0.23,0.16,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
eq 테스트,Informational,1300,"0.62,0.81,0.81,0.81,0.81,0.62,0.62,0.55,0.62,1.00,0.62,0.81",20,0.07,0.18,"Video, Related searches"
mbti 무료,Informational,1300,"0.68,0.84,0.84,1.00,0.84,0.84,0.68,0.46,0.53,0.68,0.46,0.53",25,0.09,0.21,"Video, Related searches"
mbti 성격 유형,Informational,1300,"0.53,0.46,0.53,0.68,0.84,1.00,0.84,0.68,1.00,1.00,0.84,0.68",30,0.05,0.04,"AI Overview, Image pack, Video, People also ask, Related searches"
mbti 종류,Informational,1300,"0.81,0.81,0.81,0.81,0.81,0.81,0.62,0.81,0.81,0.81,1.00,0.30",21,0.11,0.03,"AI Overview, Image, Image pack, Video, Related searches"
sm 테스트,Informational,1300,"0.84,1.00,0.68,0.68,0.68,0.68,0.84,0.68,0.53,0.53,0.53,0.53",22,0.01,0.05,Video
귀멸 의 칼날 호흡 테스트,Informational,1300,"0.13,0.45,1.00,0.83,0.55,0.55,0.45,0.30,0.25,0.20,0.20,0.13",13,0.00,0.33,"Image, Image pack, Video, Related searches"
멘사 테스트,Informational,1300,"1.00,0.84,0.68,0.68,0.53,0.68,0.68,0.53,0.68,0.68,0.68,0.68",21,0.33,0.31,"Reviews, Image pack, Video, Related searches"
모니터 불량 화소 테스트,Informational,1300,"0.62,0.81,0.81,0.55,0.81,0.62,0.81,0.81,0.81,0.81,1.00,1.00",15,0.00,0.33,"AI Overview, Video, Video carousel, Related searches"
모니터 수명 테스트,Informational,1300,"0.01,0.00,0.01,0.01,0.02,0.11,0.29,0.44,0.55,0.67,1.00,1.00",13,0.00,0.33,"Sitelinks, AI Overview, Video, Related searches"
무료 mbti,Commercial,1300,"0.81,0.81,0.81,1.00,1.00,1.00,0.81,0.62,0.81,0.81,0.81,1.00",28,0.09,0.27,"Reviews, Video, Related searches"
반사 신경 테스트,Informational,1300,"0.37,0.42,0.42,0.37,0.37,0.67,0.42,0.67,0.67,0.67,0.79,1.00",19,0.00,0.33,"Video, Related searches"
번 아웃 테스트,Informational,1300,"0.84,1.00,0.84,0.53,0.53,0.68,0.53,0.53,0.53,0.68,0.68,0.68",14,0.04,0.21,"Video, Video carousel, Related searches"
변태 테스트,Informational,1300,"1.00,0.84,0.68,0.53,0.53,0.68,0.68,0.53,0.53,0.53,0.68,0.53",14,0.00,0.33,"Reviews, Image pack, Video, Video carousel, Related searches"
분노 조절 장애 테스트,Informational,1300,"1.00,1.00,1.00,0.77,0.77,0.77,1.00,1.00,1.00,0.77,0.77,0.77",7,0.23,0.18,"Image pack, Video, People also ask, Related searches"
사이코 패스 테스트 문제,Informational,1300,"0.68,0.68,0.68,1.00,0.68,0.84,0.46,0.38,0.84,0.38,0.38,0.38",10,0.00,0.01,"Video, Related searches"
소리 테스트,"Informational, Transactional",1300,"0.19,0.16,0.19,0.16,0.19,0.16,0.16,0.13,1.00,0.30,0.24,0.24",18,0.00,0.33,"Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
시력 테스트,Informational,1300,"0.81,0.81,0.81,1.00,1.00,1.00,1.00,1.00,0.30,0.24,0.30,0.13",9,0.35,0.07,"Reviews, Image, Image pack, Video, Related searches"
웹캠 테스트,Informational,1300,"1.00,1.00,1.00,0.81,0.81,0.62,0.62,0.55,1.00,1.00,0.81,0.81",23,0.00,0.33,"AI Overview, Video"
유니 테스트,"Informational, Navigational",1300,"0.54,0.37,0.79,0.67,0.54,0.30,0.54,1.00,0.79,0.67,0.79,0.42",19,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Knowledge panel, Related searches"
유니 테스트 주가,Informational,1300,"0.42,0.37,0.79,0.54,0.37,0.25,0.42,1.00,1.00,0.79,1.00,0.79",18,0.00,0.33,"Instant answer, Video, People also ask, Knowledge panel, Related searches"
재밌는 사이트,Informational,1300,"0.84,0.53,0.68,0.53,0.68,0.68,0.53,0.46,0.84,1.00,1.00,1.00",9,0.50,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
절대 색감 테스트,Informational,1300,"0.42,0.37,0.42,0.42,0.30,0.37,0.54,0.54,1.00,0.79,1.00,0.79",10,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
지능 테스트,Informational,1300,"0.84,0.68,0.68,0.68,0.68,0.84,0.68,0.53,0.53,0.68,0.68,1.00",30,0.12,0.25,"Reviews, Image pack, Video, Related searches"
짝사랑 테스트,Informational,1300,"1.00,0.68,0.84,0.68,0.46,0.53,0.46,0.31,0.46,0.68,0.68,0.68",14,0.29,0.05,"Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
컨트롤러 테스트,Informational,1300,"1.00,0.77,0.77,1.00,1.00,1.00,1.00,1.00,0.77,0.77,1.00,1.00",23,1.48,0.01,"AI Overview, Reviews, Video, Related searches"
키보드 테스트 사이트,Informational,1300,"0.54,1.00,1.00,0.67,0.42,0.42,0.42,0.42,0.42,0.54,0.54,0.54",9,0.00,0.33,"AI Overview, Reviews, Image pack, Video, Related searches"
테스트 모음,Informational,1300,"1.00,1.00,0.68,0.68,0.68,0.53,0.53,0.53,0.46,0.53,0.53,0.53",28,0.07,0.02,"Image pack, Video, Related searches"
페이 커 반응 속도 테스트,Informational,1300,"1.00,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.55,0.55,0.45",15,0.00,0.33,"Reviews, Video, Video carousel, Short videos, Related searches"
8 체질 자가 진단 테스트,Informational,1000,"0.55,0.55,0.55,0.62,0.62,1.00,0.81,0.55,0.45,0.45,0.45,0.55",16,0.00,0.33,"Reviews, Video, Video carousel, Related searches"
ab 테스트,Informational,1000,"0.77,0.77,1.00,0.68,0.77,0.68,0.68,0.55,0.77,0.77,0.68,0.68",16,0.52,0.03,"AI Overview, Video, Video carousel, Related searches"
jinsso02,Informational,1000,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",23,0.00,0.02,"AI Overview, Video"
ping 테스트,Informational,1000,"1.00,1.00,1.00,0.55,0.77,0.45,0.45,0.37,0.45,0.45,0.45,0.37",19,0.00,0.33,"Video, People also ask"
귀멸 의 칼날 테스트,Informational,1000,"0.09,0.24,1.00,0.67,0.44,0.28,0.28,0.20,0.13,0.13,0.11,0.09",11,0.00,0.33,"Image pack, Video, Related searches"
그래픽 카드 테스트,Informational,1000,"0.68,0.68,0.68,0.68,1.00,0.77,0.77,0.68,0.77,0.68,0.68,0.55",15,0.00,0.33,"AI Overview, Video, Video carousel, People also ask"
롤 포지션 테스트,Informational,1000,"0.06,0.05,0.06,0.05,0.09,0.06,1.00,0.11,0.07,0.06,0.11,0.06",15,0.00,0.33,"Image, Image pack, Video, Video carousel, Related searches"
매경 테스트 시험 일정,Informational,1000,"0.55,0.55,0.45,0.37,0.55,0.55,0.55,0.55,0.81,0.81,0.81,1.00",23,0.92,0.01,"AI Overview, Related searches"
메이플 테스트,Navigational,1000,"0.62,1.00,1.00,0.62,0.45,0.62,0.62,0.24,0.55,0.37,0.24,1.00",25,0.00,0.33,"Sitelinks, Video, Related searches"
메이플 테스트 월드,Navigational,1000,"0.42,0.67,1.00,0.54,0.25,0.42,0.37,0.13,0.37,0.20,0.13,0.67",26,0.00,0.33,"Sitelinks, Video, People also ask, Related searches"
성 정체성 테스트,Informational,1000,"0.30,0.30,0.30,0.42,1.00,0.54,0.37,0.30,0.30,0.25,0.25,0.30",11,0.00,0.33,"Video, Related searches"
성격 검사,Informational,1000,"0.81,0.62,0.62,0.62,0.62,0.81,0.62,0.55,0.81,1.00,1.00,0.81",21,0.14,0.15,"Image pack, Video, Video carousel, Related searches"
성향 검사,Informational,1000,"0.68,0.68,0.68,1.00,1.00,0.77,1.00,0.77,1.00,0.77,0.68,0.68",29,0.13,0.04,"Video, Related searches"
손목 터널 증후군 테스트,Informational,1000,"1.00,1.00,0.55,0.02,0.02,0.13,0.17,0.17,0.17,0.17,0.20,0.20",24,0.23,0.21,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
어휘력 테스트,Informational,1000,"1.00,1.00,0.77,0.68,0.55,0.68,0.55,0.45,0.55,0.55,0.68,0.55",15,0.28,0.01,"Image pack, Video, Related searches"
연애 유형 테스트,Informational,1000,"0.45,0.45,0.55,0.62,0.55,0.62,0.81,0.81,0.81,0.81,1.00,0.16",12,0.55,0.07,"Image, Video, Related searches"
우울증 테스트 그림,Informational,1000,"1.00,0.77,1.00,0.77,0.77,0.68,0.68,0.77,0.68,0.68,0.68,0.68",15,1.24,0.08,"Sitelinks, Image, Image pack, Video, Related searches"
음란 마귀 테스트,Informational,1000,"0.77,0.77,1.00,0.77,0.77,0.77,0.77,0.68,0.55,0.68,0.68,0.55",15,0.00,0.33,"Image pack, Video, Video carousel, Related searches"
인성 검사 모의 테스트,Informational,1000,"0.62,0.55,0.55,1.00,1.00,0.37,0.55,0.45,0.55,0.62,0.62,0.45",15,0.59,0.15,"AI Overview, Video, Video carousel, Related searches"
자존감 테스트,Informational,1000,"0.24,0.28,0.24,0.20,1.00,0.16,0.16,0.20,0.20,0.24,0.20,0.16",10,0.03,0.08,"Video, Video carousel, Related searches"
재미있는 심리 테스트,Informational,1000,"1.00,0.77,0.68,0.77,0.77,0.77,0.77,0.68,0.68,0.77,0.77,0.77",21,0.32,0.06,"Image pack, Video, Video carousel, Related searches"
