34	index, follow	https://sbti.support/ja/games/valorant	ヴァロラント プレイヤー性格診断：あなたはどのタイプ？ | SBTI
57	index, follow	https://sbti.support/games/league-of-legends	League of Legends Player Quiz: Which Type Are You? | SBTI
32	index, follow	https://sbti.support/zh/games/honor-of-kings/result/skin-collector	限定皮肤党：王者荣耀 玩家类型解析与特点 | SBTI 游戏测试
34	index, follow	https://sbti.support/zh/games/honor-of-kings/result/jungle-auditor	野区税务稽查员：王者荣耀 玩家类型解析与特点 | SBTI 游戏测试
34	index, follow	https://sbti.support/zh/games/league-of-legends/result/aram-comedian	嚎哭深渊段子王：英雄联盟 玩家类型解析与特点 | SBTI 游戏测试
36	index, follow	https://sbti.support/ko/games/valorant	발로란트 플레이어 성격 테스트: 나는 어떤 유형일까? | SBTI
38	index, follow	https://sbti.support/ko/games/valorant/compat	발로란트 플레이어 궁합 테스트: 나와 팀원은 잘 맞을까? | SBTI
32	index, follow	https://sbti.support/ja/games/honor-of-kings	王者栄耀 プレイヤー性格診断：あなたはどのタイプ？ | SBTI
32	index, follow	https://sbti.support/zh/games/overwatch-2	守望先锋2 玩家人格测试：测测你在游戏里是哪种玩家 | SBTI
36	index, follow	https://sbti.support/ko/games/delta-force	델타포스 플레이어 성격 테스트: 나는 어떤 유형일까? | SBTI
35	index, follow	https://sbti.support/ko/games/counter-strike-2	CS2 플레이어 성격 테스트: 나는 어떤 유형일까? | SBTI
36	index, follow	https://sbti.support/ko/games/honor-of-kings	왕자영요 플레이어 성격 테스트: 나는 어떤 유형일까? | SBTI
30	index, follow	https://sbti.support/ja/games/honor-of-kings/result/teamfight-festival	開戦狂：王者栄耀 プレイヤータイプの特徴と解説 | SBTI
38	index, follow	https://sbti.support/ja/games/overwatch-2/compat	オーバーウォッチ2 プレイヤー相性診断：あなたと味方の相性は？ | SBTI
33	index, follow	https://sbti.support/zh/games/delta-force/result/whisper-runner	静步收割人：三角洲行动 玩家类型解析与特点 | SBTI 游戏测试
34	index, follow	https://sbti.support/zh/games/league-of-legends/result/tilt-shepherd	峡谷托儿所所长：英雄联盟 玩家类型解析与特点 | SBTI 游戏测试
33	index, follow	https://sbti.support/zh/games/valorant/result/sheriff-economist	警长经济学家：无畏契约 玩家类型解析与特点 | SBTI 游戏测试
31	index, follow	https://sbti.support/zh/games/honor-of-kings/result/lane-pressure-artist	对线线霸：王者荣耀 玩家类型解析与特点 | SBTI 游戏测试
38	index, follow	https://sbti.support/ko/games/delta-force/compat	델타포스 플레이어 궁합 테스트: 나와 팀원은 잘 맞을까? | SBTI
33	index, follow	https://sbti.support/zh/games/league-of-legends/result/flame-conductor	红温团战指挥：英雄联盟 玩家类型解析与特点 | SBTI 游戏测试
35	index, follow	https://sbti.support/ko/privacy-policy	개인정보처리방침 | SBTI 웃긴 성격 테스트 데이터 처리 안내
34	index, follow	https://sbti.support/zh/games/league-of-legends/result/solo-victim	单排苦主受难者：英雄联盟 玩家类型解析与特点 | SBTI 游戏测试
34	index, follow	https://sbti.support/zh/games/honor-of-kings/result/solo-curse	单排诅咒承受者：王者荣耀 玩家类型解析与特点 | SBTI 游戏测试
34	index, follow	https://sbti.support/zh/games/valorant/result/sheriff-mystic	警长一发玄学家：无畏契约 玩家类型解析与特点 | SBTI 游戏测试
33	index, follow	https://sbti.support/zh/games/valorant/result/lineup-librarian	道具档案馆长：无畏契约 玩家类型解析与特点 | SBTI 游戏测试
32	index, follow	https://sbti.support/zh/games/valorant/result/sentinel-guardian	后场监护人：无畏契约 玩家类型解析与特点 | SBTI 游戏测试
34	index, follow	https://sbti.support/zh/games/apex-legends/result/pinging-poet	标记诗人：Apex 英雄 玩家类型解析与特点 | SBTI 游戏测试
